Codi,Institució,Latitude,Longitude,Web,Ciutat,País,Continent o Zona (CALCULAT),Estudis Mobilitat,"Mobilitat 
estudiants","Mobilitat 
docent","Col. acadèmica 
o institucional","Estudis 
conjunts",Xarxes,Factsheet,Curs d'actualització Factsheet,Estudis insti,Video promocional,,,,,,,,,,,,,,,
AUSQUEENSLA01,University of Queensland,-27.4975028,153.0136905,http://www.uq.edu.au/,Brisbane,Austràlia,Àsia-Pacífic,"Tots els estudis excepte Medicina
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121113937/The+University+of+Queensland_2021.pdf/28e2fae6-1b66-22ce-a927-c7af783551ed?t=1683026964048,2026,Tots els estudis excepte Medicina,https://youtu.be/M7pHTiubwdI,,,,,,,,,,,,,,,
AUS999_REVISAR_2,The University of Sydney,-33.888584,151.1873473,http://sydney.edu.au/study/study-abroad-and-student-exchange.html,Sydney,Austràlia,Àsia-Pacífic,Tots els estudis excepte Traducció i Interpretació,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121113937/University+of+Sidney.pdf/8e6feb61-e93f-f137-63b8-cc55c41e8f79?t=1683027043987,2026,Tots els estudis excepte Traducció i Interpretació,, 07.03.2025Enviat mail per reclamar faacsheet,,,,,,,,,,,,,,
AUSSYDNEY02,University of Technology Sydney,-33.8832376,151.2004942,http://www.international.uts.edu.au/exchange/index.html,Sydney,Austràlia,Àsia-Pacífic,Tots els estudis excepte Medicina,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121113937/University+of+Technology+Sydney.pdf/92eb6bb1-17a3-8bef-8e4a-b94a647541ce?t=1741699695914,2026-27,Tots els estudis excepte Medicina,https://youtu.be/U3Ji6EOEmOM, 07.03.2025Enviat mail per reclamar faacsheet,,,,,,,,,,,,,,
A GRAZ09,FH JOANNEUM GESELLSCHAFT MBH,47.0699555,15.4052525,https://www.fh-joanneum.at,Graz,Àustria,Europa,Dret;  Dret-Eco/Ade,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121227936/FH+Joanneum.pdf/d20be835-0ce0-6fbf-dfeb-2d83ca561787?t=1683549432078,2026-27,"Engineria Informàtica, Biomèdica i Matemàtica en Ciència de Dades",https://www.youtube.com/watch?v=ZVsmGgfIEds,,,,,,,,,,,,,,,
A LINZ01,JOHANNES KEPLER UNIVERSITÄT LINZ,48.336614,14.319305,http://www.jku.at/,Linz,Àustria,Europa,"Ciències Econòmiques i Empresarials
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121227936/Johannes-Kepler-Universit%C3%A4t+Linz.pdf/d7a71f43-e167-95eb-64d4-9a11362eb293?t=1678709456881,2026-27,Ciències Econòmiques i Empresarials,,,,,,,,,,,,,,,,
A GRAZ01,Universität Graz,47.0777872,15.4499126,http://www.uni-graz.at/,Graz,Àustria,Europa,Traducció i Interpretació,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121227936/Universit%C3%A4t+Graz.pdf/95532863-2671-a1da-77de-6cb2941ec148?t=1678706665261,2025-26,Traducció i Interpretació,,,,,,,,,,,,,,,,
A INNSBRU20,UMIT Tirol,47.2836374,11.5150388,http://www.umit.at/page.cfm?vpath=studien,Hall in Tirol (Innsbruck),Àustria,Europa,Màster en Biologia,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121227936/UMIT.pdf/567dcacc-0b18-8f14-205c-2a8cd42d0766?t=1680260125996,2025-26,Biologia,,,,,,,,,,,,,,,,
A SALZBUR01,Paris Lodron Universität Salzburg,47.7972387,13.0480985,http://www.uni-salzburg.at/international,Salzburg,Àustria,Europa,Ciències Polítiques i Socials; incloent Grau FPE,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121227936/Universit%C3%A4t+Salzburg.pdf/dc51173e-cf99-467d-dd76-9d042ae37bfa?t=1680251247647,2026-27,Ciències Polítiques,,,,,,,,,,,,,,,,
A WIEN01,Universität Wien,48.2131855,16.3600504,https://international.univie.ac.at/,Wien,Àustria,Europa,"Economia; ADE; Doble Grau Dret-ADE, Humanitats, FPE; Global Studies; Traducció i Interpretació",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121227936/Universit%C3%A4t+Wien.pdf/16cc5328-0390-264d-38a5-3762cdc1b389?t=1680189338502,2025-26,"Economia, Humanitats; Traducció i Interpretació",, 06.03.2025Enviat mail per reclamar faacsheet,,,,,,,,,,,,,,
A WELS01,FACHHOCHSCHUL-STUDIENGÄNGE OBERÖSTERREICH (Upper Austria University of Applied Sciences),48.1548429,14.0112978,http://www.fh-ooe.at/campus-hagenberg/,Hagenberg,Àustria,Europa,"Enginyeria Informàtica; Enginyeria Biomèdica
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121227936/Upper+Austria+University+of+Applied+Sciences.pdf/a633183e-3f26-376e-c35f-d1ec1500bbea?t=1680247671474,2025-26,Enginyeries,,,,,,,,,,,,,,,,
A WIEN05,"Wirtschaftsuniversitat Wien
",48.2134275,16.4084666,http://www.wu.ac.at,Wien,Àustria,Europa,"Ciències Econòmiques i Empresarials (excepte Economia)
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121227936/Wirtschaftsuniversitat+Wien+%28Viena+University+of+Economics+and+Business%29.pdf/930e665e-e361-8288-de9a-d5d281984f42?t=1741863070457,2026-27,Ciències Econòmiques i Empresarials (excepte Economia),https://www.wu.ac.at/en/the-university/organizational-structure/service-units/international-office/get-to-know-wu-vienna-and-the-international-office,,,,,,,,,,,,,,,
B ANTWERP62,Artesis Plantijn Hogeschool Antwerpen,51.219555,4.4119251,https://www.ap.be/,Anvers,Bèlgica,Europa,Periodisme,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Artesis+Plantijn+Hogeschool+Antwerpen.pdf/19258a62-b820-cbe7-6fa1-c9820b040e82?t=1680604500985,2026-27,Periodisme,,,,,,,,,,,,,,,,
B BRUSSEL46,ErasmusHogeschool Brussel,50.842239,4.322808,http://www.ehb.be/,Bruxelles,Bèlgica,Europa,Economia; Dret;  Humanitats; Global Studies; Publicitat i Relacions Públiques ,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Erasmushogeschool+Brussel.pdf/7f246810-a981-7441-ae78-637673ef8303,2026-27,Publicitat i Relacions Públiques,, 28.02.2025Enviat mail per reclamar faacsheet,,,,,,,,,,,,,,
,Hogeschool Gent,51.0525306,3.7280873,"www.hogent.be
",Gent,Bèlgica,Europa,Dret,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/HoGent+University.pdf/579a5039-cea1-b856-8008-4455b569f567,2025-26,Dret,,,,,,,,,,,,,,,,
B  LEUVEN01,Katholieke Universiteit Leuven,50.8779545,4.7002953,http://www.kuleuven.ac.be,Leuven,Bèlgica,Europa,Relacions Laborals; Dret; Dret-Eco/Ade; Criminologia; Economia; Grau FPE.,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Katholieke+Universiteit+Leuven.pdf/b1753530-ea26-e87d-f082-06b973e14e40?t=1742374019069,"2026-27 (diverses factsheets, consulteu la que us correspongui)",Ciències Econòmiques i Empresarials i Dret,https://youtu.be/Zsjpe0gMXsA,,,,,,,,,,,,,,,
B LEUVEN01,KU (Katholieke Universiteit) Leuven Antwerp Campus,51.220314,4.4045735,"http://www.kuleuven.be/
",Antwerpen,Bèlgica,Europa,Traducció i Interpretació,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Katholieke+Universiteit+Leuven.pdf/b1753530-ea26-e87d-f082-06b973e14e40?t=1742374019069,"2026-27 (diverses factsheets, consulteu la que us correspongui)",Traducció i Interpretació,,,,,,,,,,,,,,,,
B DIEPENB07,Transnationale Universiteit Limburg,50.8470821,5.6864546,"http://www.tul.edu/default.asp
",Diepenbeek,Bèlgica,Europa,"Enginyeria Informàtica; Enginyeria Matemàtica en Ciència de Dades
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Transnationale+Universiteit+Limburg.pdf/1227eb4a-e58f-0423-b338-32019f1914fd?t=1740739840737,2026-27,Enginyeries,,,,,,,,,,,,,,,,
B BRUXEL04,Solvay Brussels School (ULB),59.2193685,17.9434031,https://exed.solvay.edu/,Brusel·les,Bèlgica,Europa,ECO; ADE; IBE; EMP,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/d/estudiarfora/universite-libre-de-bruxelles-diverses-25-26,"2026-27 (diverses factsheets, consulteu la que us correspongui)","ECO, ADE, IBE, EMP",,,,,,,,,,,,,,,,
B LOUVAIN01,Université Catholique de Louvain,50.6696875,4.6155909,http://www.uclouvain.be/,Louvain-la-Neuve,Bèlgica,Europa,"Dret; Relacions Laborals; Doble grau Dret/Eco-Ade; Traducció i Interpretació; Economia; Administració i Direcció d'Empreses; Ciències Empresarials-Management; International Business Economics
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Universit%C3%A9+Catholique+de+Louvain.pdf/91b2857f-33dd-5cd4-6819-9ba87c18b97b?t=1740391179939,"2026-27 (diverses factsheets, consulta la que et correspongui)","Dret; Relacions laborals; Doble grau Dret/Eco-Ade, Traducció i Interpretació; Economia; Administració i Direcció d'Empreses; Ciències Empresarials-Management; International Business Economics
",,,,,,,,,,,,,,,,
B LIEGE01,Université de Liège,50.5830803,5.559064,https://www.uliege.be/cms/c_8699436/fr/portail-uliege,Lieja,Bèlgica,Europa,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
B MONS21,Université de Mons-Hainaut,50.458587,3.9514356,http://portail.umons.ac.be/FR/Pages/default.aspx,Mons,Bèlgica,Europa,"Traducció i Interpretació; Llengües Aplicades
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Universit%C3%A9+de+Mons-Hainaut.pdf/290ef93b-e26d-ab28-2a05-f26cfcf73ca0?t=1680247814457,2025-26,Traducció i Interpretació,,,,,,,,,,,,,,,,
B  BRUXEL04,Université Libre de Bruxelles - ISTI,50.8138737,4.3664005,"http://ti.ulb.ac.be/
",Bruxelles,Bèlgica,Europa,Traducció i Interpretació,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/d/estudiarfora/universite-libre-de-bruxelles-diverses-25-26,"2026-27 (diverses factsheets, consulteu la que us correspongui)",Traducció i Interpretació,https://youtu.be/51bgxubeEpw,,,,,,,,,,,,,,,
B GENT01,Universiteit Gent,51.0465619,3.7279181,"http://www.ugent.be/
",Gent,Bèlgica,Europa,Traducció i Interpretació,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Universiteit+Gent.pdf/725be582-1cb0-d1e6-6b70-a747c9e7608c?t=1680249915906,2026-27,"Traducció i Interpretació
",,,,,,,,,,,,,,,,
B ANTWERP01,Universiteit Antwerpen,51.2228097,4.4102318,https://www.uantwerpen.be/en/,Antwerpen,Bèlgica,Europa,Dret,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Universiteit+Antwerpen.pdf/d6e14409-7777-bb06-e95a-10a296c19c49?t=1749721870639,2026-27,"Dret; Certificat de Postgrau CIEL (Certificate in Comparative, International and European Law)
",, 28.02.2025Enviat mail per reclamar faacsheet,,,,,,,,,,,,,,
B BRUSSEL01,Vrije Universiteit Brussel,50.821658,4.394886,http://www.vub.ac.be,Bruxelles,Bèlgica,Europa,Ciències Polítiques; Criminologia; Global Studies,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121123371/Vrije+Universiteit+Brussel.pdf/02711f68-7d1d-982e-992e-ca3219336cfa?t=1680251582362,2026-27,Ciències Polítiques; Dret,,,,,,,,,,,,,,,,
BOLLAPAZ04,Universidad Católica Boliviana San Pablo,-16.5228097,-68.1120275,http://www.ucb.edu.bo/nacional/Forms/Index.aspx,La Paz,Bolívia,Amèrica Llatina,Comunicació Audiovisual; Periodisme; Publicitat i Relacions Públiques,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121116582/U+Cat%C3%B3lica+Boliviana_2021.pdf/40ee4b54-981f-70cc-df34-a271c96df19c?t=1682064351036,2025-26,"Comunicació Audiovisual; Periodisme, Publicitat i Relacions públiques",,,,,,,,,,,,,,,,
,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES),-15.7880387,-47.8782087,http://www.capes.gov.br/,Brasilia,Brasil,Amèrica Llatina,,FALSE,FALSE,FALSE,FALSE,Alianza A4U,,,,,,,,,,,,,,,,,,,
BRA999_REVISAR_1,FGV - Centro de Pesquisa e Documentação de História Contemporânea do Brasil (CPDOC),-10.1971629,-48.3168567,http://www.fgv.br,São Paulo,Brasil,Amèrica Llatina,"Ciències Polítiques; Global Studies
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121114026/FGV+RI_GS.pdf/ea639e65-0dee-39da-90a4-a923c01d76c6?t=1679576623977,2026-27,"Ciències Polítiques; Dret; Dret-Eco/Ade; Relacions Laborals; Criminologia; Global Studies
",,,,,,,,,,,,,,,,
BRA999_REVISAR_2,Fundação Getulio Vargas - Direito Rio,-23.5582674,-46.6496754,http://direitosp.fgv.br/,Rio de Janeiro,Brasil,Amèrica Llatina,Dret; Criminologia; Relacions Laborals; Doble Grau Dret/ECO-ADE,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121114026/FGV+Direito+Rio_2021.pdf/f41a9061-da31-0414-c225-263550851cb9?t=1685546759950,2025-26,Criminologia; Relacions Laborals; Doble Grau Dret/Eco-Ade,,,,,,,,,,,,,,,,
BRA999_REVISAR_3,FGV - Escola Brasileira de Administração Pública e de Empresas (EBAPE),-22.940012,-43.181408,http://ebape.fgv.br/,Rio de Janeiro,Brasil,Amèrica Llatina,"Ciències Econòmiques i Empresarials (recomanat per estudiants d'ADE/IBE/EMP)
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121114026/Funda%C3%A7%C3%A3o+Getulio+Vargas+-+EBAPE+.pdf/907b95e4-6134-6716-9ca7-33f7143f505e?t=1678707453025,2026-27,Ciències Econòmiques i Empresarials,https://youtu.be/vuLeo4U8Ewo,,,,,,,,,,,,,,,
BRA999_REVISAR_4,FGV - Escola de Economia de São Paulo (EESP),-23.5600423,-46.6532853,http://www.fgv.br/eesp,São Paulo,Brasil,Amèrica Llatina,"Ciències Econòmiques i Empresarials; Facultat de Ciències Polítiques i Socials 
",TRUE,FALSE,FALSE,FALSE,,,,Ciències Econòmiques i Empresarials,,,,,,,,,,,,,,,,
BRA999_REVISAR_5,FGV - Escola Brasileira de Economia e Finanças,-22.940012,-43.181408,http://epge.fgv.br/,Rio de Janeiro ,Brasil,Amèrica Llatina,"Ciències Econòmiques i Empresarials (recomanat per a estudiants d'Economia)
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121114026/Funda%C3%A7%C3%A3o+Getulio+Vargas-EPGE.pdf/046a1471-df10-7e9a-dd75-8dfb5ee54155,"2026-2027 (diverses factsheets, consulteu la que us correspongui)",Ciències Econòmiques i Empresarials,,,,,,,,,,,,,,,,
BRA999_REVISAR_6,INSPER - Institute of Education and Research,-23.5983435,-46.6765132,http://en.insper.edu.br/,São Paulo,Brasil,Amèrica Llatina,"Ciències Econòmiques i Empresarials
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121114026/Instituto+de+Ensino+e+Pesquisa+-+INSPER.pdf/3b69c8ac-1ffb-f774-6750-6aa331090416?t=1683106218466,2026,Ciències Econòmiques i Empresarials,,,,,,,,,,,,,,,,
BRARIODEJA04,Pontificia Universidade Católica do Rio de Janeiro,-22.9793966,-43.2330873,http://www.puc-rio.br/index.html,Rio de Janeiro,Brasil,Amèrica Llatina,"Tots els estudis excepte IBE, Medicina; Biologia Humana

",TRUE,FALSE,FALSE,FALSE,Alianza A4U,https://www.upf.edu/documents/105229234/121114026/Pontif%C3%ADcia+Universidade+Cat%C3%B3lica+Do+Rio+de+Janeiro.pdf/5328b6cc-ca97-52f4-ca5d-05e4bacae25e?t=1681201757883,2026,Tots els estudis excepte Medicina; Biologia Humana,https://www.dropbox.com/s/0w34t1v0pm7kbpm/Video.avi?dl=0,,,,,,,,,,,,,,,
,Universidad do Brasilia,-15.7631573,-47.8706311,,Brasilia,Brasil,Amèrica Llatina,,FALSE,FALSE,TRUE,FALSE,,,,-,,,,,,,,,,,,,,,,
BRASAOPAUL03,Universidade de Sâo Paulo,-23.5613991,-46.7307891,https://www5.usp.br/,Ribeirão Preto,Brasil,Amèrica Llatina,Ciències Econòmiques i Empresarials; Dret i Criminologia,TRUE,FALSE,TRUE,FALSE,,https://www.upf.edu/documents/105229234/121114026/University+of+Sao+Paulo.pdf/51a72a20-5d3b-f2b0-abaa-121c24e53e95,"2026 (diverses factsheets, consulteu la que us correspongui)",Ciències Econòmiques i Empresarials; Dret,,,,,,,,,,,,,,,,
,Universidade do Estado de Santa Catarina,-27.5859587,-48.5023714,"http://www.udesc.br/
",Itacorubi,Brasil,Amèrica Llatina,,FALSE,FALSE,FALSE,FALSE,Alianza A4U,,,,,,,,,,,,,,,,,,,
,Universidade do Extremo Sul Catarinense,-28.7016362,-49.4083808,"http://www.unesc.net/portal/
",Santa Catarina,Brasil,Amèrica Llatina,,FALSE,FALSE,FALSE,FALSE,Alianza A4U,,,,,,,,,,,,,,,,,,,
BRACAMPINA01,Universidade Estadual de Campinas,-22.8184393,-47.0647206,"http://www.unicamp.br/unicamp/
",Campinas,Brasil,Amèrica Llatina,"Enginyeries excepte Enginyeria Biomèdica
",TRUE,FALSE,TRUE,FALSE,Alianza A4U,https://www.upf.edu/documents/105229234/121114026/UNICAMP_1920.pdf/28c00b28-7b06-8e70-fad9-82cba429ecdb?t=1694500658028,2025-26,"Enginyeries
",,,,,,,,,,,,,,,,
BRA999_REVISAR_7,Universidade Federal de Ciencias de Saúde de Porto Alegre,-30.0313458,-51.2229591,https://www.ufcspa.edu.br/,Porto Alegre,Brasil,Amèrica Llatina,Medicina,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121114026/Universidade+Federal+de+Ci%C3%AAncias+da+Sa%C3%BAde+de+Porto+Alegre.pdf/ae90b2eb-fe82-c64e-da22-4695a2e1d4c2?t=1680687442387,2026,Medicina,,,,,,,,,,,,,,,,
,Universidade Federal de Santa Catarina,-27.6007034,-48.5191775,"http://ufsc.br/
",Trindade,Brasil,Amèrica Llatina,,FALSE,FALSE,TRUE,FALSE,Alianza A4U,,,,,,,,,,,,,,,,,,,
,Universidade Federal Minas Gerais,-19.870682,-43.9677359,https://www.ufmg.br/english/,Belo Horizonte,Brasil,Amèrica Llatina,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Universidade Federal Rio Grande do Sul,-30.0336054,-51.2198408,"http://www.ufrgs.br/ufrgs/inicial
",Porto Alegre,Brasil,Amèrica Llatina,,FALSE,FALSE,TRUE,FALSE,Alianza A4U,,,,,,,,,,,,,,,,,,,
CAN999_REVISAR_1,Dalhousie University,44.636585,-63.5938442,https://www.dal.ca/,Halifax,Canadà,Amèrica del Nord,"Dret; Relacions Laborals; Criminologia; Biologia Humana; Ciències Econòmiques i Empresarials; Traducció i Interpretació; Llengües Aplicades; Humanitats; Global Studies; Filosofia, Política i Economia; Ciències Polítiques i Socials; ESUP; Comunicació Audiovisual; Periodisme; Relacions Públiques",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121122612/Dalhousie+University.pdf/2e784adb-086d-2a8d-7b8c-5543d1db522e?t=1680778432421,2026-27,,,,,,,,,,,,,,,,,
CANMONTREAL02,HEC Montréal,45.5036701,-73.6214165,http://www.hec.ca/,Montréal,Canadà,Amèrica del Nord,"Ciències Econòmiques i Empresarials; Dret/ADE
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121122612/HEC+MONTR%C3%89AL+INTERNATIONAL.pdf/2777028d-bc7c-54b5-b452-6d6f870b6737?t=1678708669824,2026-27,Ciències Econòmiques i Empresarials,https://youtu.be/WvWCjRM80PU,,,,,,,,,,,,,,,
,Royal Roads University,48.4350734,-123.4735045,http://www.royalroads.ca/,Victoria,Canadà,Amèrica del Nord,Dret; Criminologia; Traducció i Interpretació; Humanitats; Comunicació; ESUP; Facultat Ciències Econòmiques i Empresarials; Publicitat i Relacions Públiques,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121122612/Royal+Roads+University/01c6ec2c-f0ce-0ba2-3a84-f7cab45b1641,2020-21,"Dret; Criminologia; Traducció i Interpretació, Humanitats; Comunicació i Escola Superior Politècnica",,,,,,,,,,,,,,,,
CAN999_REVISAR_2,Simon Fraser University,49.2780937,-122.9198833,http://www.sfu.ca/,Burnaby,Canadà,Amèrica del Nord,"Tots els estudis excepte Medicina; Enginyeries
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121122612/Simon+Fraser+University.pdf/e59d25d6-c34b-d4f6-ac49-35c1d8e47205,2026-27,"Tots els estudis excepte Medicina; Enginyeries
",,,,,,,,,,,,,,,,
CAN999_REVISAR_3,Université de Montréal,45.5056156,-73.6137592,http://www.umontreal.ca/,Montréal,Canadà,Amèrica del Nord,"Tots els estudis excepte de la Facultat de Comunicació; Enginyeries ; Medicina
",TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121122612/Universit%C3%A9+de+Montr%C3%A9al.pdf/ed8c4e80-da04-820f-5fb4-d8a2910c30b8?t=1737103347463,2026-27,"Tots els estudis excepte de la Facultat de Comunicació, Enginyeries i Medicina",,,,,,,,,,,,,,,,
,Université de Sherbrooke,45.379432,-71.927816,https://www.usherbrooke.ca/etudiants-internationaux/fr/guide-daccueil/,Sherbrooke,Canadà,Amèrica del Nord,Medicina,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121122612/Universit%C3%A9+de+Sherbrooke.pdf/14187f52-f8a8-8c78-4808-2939db0c29c4,2018-19,Medicina,,,,,,,,,,,,,,,,
CANQUEBEC02,Université Laval,46.7817463,-71.2747424,http://www2.ulaval.ca/accueil.html,Québec,Canadà,Amèrica del Nord,Ciències Polítiques ; Humanitats,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121122612/Universit%C3%A9+Laval.pdf/cd47e05b-81fc-7aed-f266-e0ee16d0ba76,2026-27,Ciències Polítiques,https://youtu.be/PZuy8m7ImzM,,,,,,,,,,,,,,,
CANVANCOU02,University of British Columbia,49.2606052,-123.2459938,http://www.ubc.ca,Vancouver,Canadà,Amèrica del Nord,Ciències Econòmiques i Empresarials (Sauder School of Business); Dret/ADE; Ciències Polítiques i Socials; Comunicació; Enginyeries; Humanitats; Traducció i Interpretació,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121122612/University+of+British+Columbia.pdf/6f7f4d3b-24e4-26d1-05c8-671adf56176f?t=1682579899481,2026-27,Tots els estudis excepte Biologia; Dret;Medicina,https://youtu.be/DdHt16Vjrqc,,,,,,,,,,,,,,,
CANVANCOU02S,University of British Columbia - Sauder School of Business,49.2651129,-123.2565071,https://www.sauder.ubc.ca/,Vancouver,Canadà,Amèrica del Nord,,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
CAN999_REVISAR_4,University of Toronto,43.6628917,-79.3956564,http://www.utoronto.ca,Toronto,Canadà,Amèrica del Nord,"Tots els estudis excepte Biologia; Medicina; Enginyeries
",TRUE,FALSE,FALSE,FALSE,,https://learningabroad.utoronto.ca/inbound-visiting/student-exchange-fact-sheet/,2026-27,Tots els estudis excepte Biologia; Medicina; Enginyeries,https://youtu.be/eqnfjRb9Li8,,,,,,,,,,,,,,,
COLBOGOTA09_01,Pontificia Universidad Javeriana Bogotá,4.6283638,-74.0667195,https://www.javeriana.edu.co/inicio,Bogotà,Colòmbia,Amèrica Llatina,Global Studies,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/d/estudiarfora/factsheet-2026-ii-otono-puj-bogota,2026-27,Global Studies,,,,,,,,,,,,,,,,
COLBOGOTA09_02,Pontificia Universidad Javeriana Cali,3.3487293,-76.5342034,https://www.javerianacali.edu.co,Cali,Colòmbia,Amèrica Llatina,Ciències Econòmiques i Empresarials,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121126475/Pontificia+Universidad+Javeriana+Cali.pdf/9193beae-66c5-e902-d90e-a8ea05ec5786?t=1739277227601,2025-26,Ciències Econòmiques i Empresarials,https://youtu.be/azThRWmaFCU,,,,,,,,,,,,,,,
COLMEDELLI02,Universidad de Antioquía,6.2677479,-75.5688416,http://www.udea.edu.co/wps/portal/udea/web/inicio/!ut/p/z1/hY7LDoIwEEW_hQVbOiCY6q5BXCAKJhixGwOmFkyhpCD8vo0aExMfs5u5554MoihDtMmHiud9JZtc6P1Ap0c88x2buBBhwEsg2zQK3N0aIPbQ_h9AdQxfhoDu0zvyMsDK9rQhSDZp7CeL0HkCPxwholzI4vEuaYoJ5ogqdmaKKeuq9Lns-7abm2DCOI4Wl5ILZp1kbcKnSim7HmXvJGrrDC6eGCJiGDfCwP1f/dz/d5/L2dBISEvZ0FBIS9nQSEh/,Medellín,Colòmbia,Amèrica Llatina,Medicina,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121126475/Universidad+de+Antioqu%C3%ADa+2024-2.pdf/18f05197-8eba-a652-96e4-3066c36a4bbe?t=1714041464987,2024-25,"Ciències Econòmiques i Empresarials
",https://youtu.be/M8mAAOFNiAE,,,,,,,,,,,,,,,
COL999_REVISAR_3,Universidad Jorge Tadeo Lozano,4.606567,-74.067801,http://www.utadeo.edu.co/es,Bogotá,Colòmbia,Amèrica Llatina,Comunicació Audiovisual; Periodisme; Publicitat i Relacions Públiques ,TRUE,FALSE,FALSE,FALSE,,https://www.utadeo.edu.co/es/link/jefatura-de-cooperacion-nacional-e-internacional/93196/quiero-ir-utadeo,2025-26,Comunicació Audiovisual,,,,,,,,,,,,,,,,
COLBOGOTA18,Universidad de los Andes,4.6014864,-74.0663881,http://www.uniandes.edu.co,Bogotá,Colòmbia,Amèrica Llatina,Dret; Relacions Laborals,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121126475/Universidad+de+los+Andes.pdf/4f8748f5-40f0-a514-21e3-3f83d7b296d6?t=1678707956187,2026-27,Dret,,,,,,,,,,,,,,,,
COLBOGOTA10,Universidad del Rosario,4.6000788,-74.0732928,http://www.urosario.edu.co/,Bogotà,Colòmbia,Amèrica Llatina,Biologia Humana ; Humanitats,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121126475/Universidad+del+Rosario.pdf/00308357-35bc-ba19-7939-eff788397c21?t=1682410511737,2026,Biologia Humana i Humanitats,,,,,,,,,,,,,,,,
,Universidad EAN,4.6557687,-74.0578268,https://universidadean.edu.co/es,Bogotá,Colòmbia,Amèrica Llatina,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
